10_MIN_BLOCK,AGE_CODE,REGION,B_LOCATION_DESCRIPTION,BAND_NUM,BAND_SIZE_CODE,BAND_STATUS_CODE,BAND_TYPE_CODE,BANDING_DATE,BANDING_DAY,BANDING_MONTH,BANDING_YEAR,BANDIT_LOCATION_ID,BIRD_STATUS,B_MARKER_LONG_DESC,COMMENTS,COORD_PRECISION,COUNTRY_CODE,DIRECTION_CODE,ERRORS_COMMENTS_DESC,EXTRA_INFO_CODE,FLYWAY_CODE,HOW_AGED_CODE,HOW_SEXED_CODE,LAT_10_MIN_BLK,LAT_DECIMAL_DEGREES,LOCATION_ID,LON_10_MIN_BLK,LON_DECIMAL_DEGREES,ORIGINAL_BAND,OTHER_BANDS,PERMIT_NUM,REMARKS,SEX_CODE,SPECIES_ID,SPECIES_NAME,STATE_CODE,BILL_HEIGHT,BILL_LENGTH,BILL_WIDTH,BIRD_WEIGHT,BLOOD_SAMPLE_TAKEN,CULMEN_LENGTH,FAT_SCORE,FEATHER_SAMPLE_TAKEN,GENETIC_SAMPLE_TAKEN,TAIL_LENGTH,TARSUS_LENGTH,WEIGHT_TIME,WING_CHORD,Count
4100745,2,72,"1.5 mi E from Bushkill(Delaware Water Gap NRA), Monroe County Pennsylvania, United States (Bandit ID: DEWA)",283021360,0A,0,41,7/16/17,16,7,2017,DEWA,3,,,10,US,0,,0,1,NL,,410,41.08333,309446,745,-74.91667,283021360,,24089,,0,6520,Yellow Warbler,42,,,,9.8,N,,0,N,,48,,0:00:00,61,7
4420680,1,44,"Winter Harbor(Schoodic Lower, Sundew Trl.), Hancock County Maine, United States (Bandit ID: SCLO)",263003087,0A,0,41,9/16/16,16,9,2016,SCLO,3,,,0,US,0,,0,1,SK,PL,442,44.33694,260771,680,-68.06278,263003087,,23613,,5,6520,Yellow Warbler,23,,8.06,,10.8,,11.27,3,,,,18.21,8:30:00,59.5,7
4010765,6,72,"Harrisburg(Wildwood Lake Sanctuary, Dauphin Co., PA), Dauphin County Pennsylvania, United States (Bandit ID: WILDWOOD)",219068215,0,0,1,4/30/16,30,4,2016,WILDWOOD,3,,,1,US,0,,0,1,,,401,40.30833,193468,765,-76.875,219068215,,22918,,4,6520,Yellow Warbler,42,,,,10.9,,10,0,,,44,16,0:00:00,63,7
4420680,2,44,"Winter Harbor(Schoodic), Hancock County Maine, United States (Bandit ID: SERC)",263003046,0A,0,41,9/3/16,3,9,2016,SERC,3,,,0,US,0,,0,1,MB,PL,442,44.34389,233497,680,-68.05528,263003046,,23613,,4,6520,Yellow Warbler,23,,8.45,,9.9,,10.19,1,,,,18.78,8:50:00,61.5,7
4010765,6,72,"Harrisburg(Wildwood Lake Sanctuary, Dauphin Co., PA), Dauphin County Pennsylvania, United States (Bandit ID: WILDWOOD)",219068094,0,0,1,5/5/15,5,5,2015,WILDWOOD,3,,,1,US,0,,0,1,,,401,40.30833,193468,765,-76.875,219068094,,22918,,4,6520,Yellow Warbler,42,,,,,,11,0,,,42,18,0:00:00,61,6
3300963,1,83,"McKinney(Heard Natural Science Museum & Wildlife Sanctuary, McKinney, TX), Collin County Texas, United States (Bandit ID: HEARDBLO)",275021091,0,0,41,5/20/16,20,5,2016,HEARDBLO,3,,,0,US,0,,0,3,CC,PL,330,33.16222,295382,963,-96.61944,275021091,,23655,"How Aged= PC, FF, PL",4,6520,Yellow Warbler,48,,,,10.2,,,3,Y,,43,,0:00:00,60,6
3300963,6,83,"McKinney(Heard Natural Science Museum & Wildlife Sanctuary, McKinney, TX), Collin County Texas, United States (Bandit ID: HEARDBLO)",277029747,0A,0,41,5/20/16,20,5,2016,HEARDBLO,3,,,0,US,0,,0,3,CC,PL,330,33.16222,295382,963,-96.61944,277029747,,23655,"How Aged= PC, FF, PL",4,6520,Yellow Warbler,48,,,,9,,,0,Y,,43,,0:00:00,59,6
3300963,5,83,"McKinney(Heard Natural Science Museum & Wildlife Sanctuary, McKinney, TX), Collin County Texas, United States (Bandit ID: HEARDBLO)",277029748,0A,0,41,5/20/16,20,5,2016,HEARDBLO,3,,,0,US,0,,0,3,CC,IC,330,33.16222,295382,963,-96.61944,277029748,,23655,"How Aged= PC, TS, FF",0,6520,Yellow Warbler,48,,,,9.4,,,3,Y,,42,,0:00:00,58,6
3300963,2,83,"McKinney(Heard Natural Science Museum & Wildlife Sanctuary, McKinney, TX), Collin County Texas, United States (Bandit ID: HEARDBLO)",277029777,0A,0,41,9/12/16,12,9,2016,HEARDBLO,3,,,0,US,0,,0,3,SK,NA,330,33.16222,295382,963,-96.61944,277029777,,23655,,0,6520,Yellow Warbler,48,,,,11,,,4,Y,,43,,0:00:00,60,6
1800775,5,37,"Font Hill(vicinity of Black River, Jamaica), Westmoreland, Jamaica (Bandit ID: JAM)",275045228,0,0,41,1/20/16,20,1,2016,JAM,3,"FEDERAL METAL BAND, LEFT LEG BELOW THE JOINT; PLASTIC COLOR LEG BAND, RIGHT LEG BELOW THE JOINT: ORANGE,  GREEN;",,10,JM,0,,1,9,PL,PL,180,18.08333,273333,775,-77.91667,275045228,,9700,,5,6520,Yellow Warbler,16,,,,10,,,,Y,,49,20.32,0:00:00,56.5,6
3910861,2,35,"Nashville(Yellowwood State Forest), Brown County Indiana, United States (Bandit ID: YSF)",277067721,0A,0,41,8/17/16,17,8,2016,YSF,3,,,10,US,0,,0,2,PL,,391,39.25,297124,861,-86.25,277067721,,21781,,0,6520,Yellow Warbler,18,,,,10.5,,9.5,1,,,42,,0:00:00,59.5,6
3910861,2,35,"Nashville(Yellowwood State Forest), Brown County Indiana, United States (Bandit ID: YSF)",350002593,0A,0,60,7/23/16,23,7,2016,YSF,3,,,10,US,0,,0,2,PL,PL,391,39.25,297124,861,-86.25,350002593,,21781,,4,6520,Yellow Warbler,18,,,,10,,9.5,0,,,45,,0:00:00,62,6
4531224,5,69,"3 mi NNW from Linton(Wapato State Access Area Sauvie Island), Multnomah County Oregon, United States (Bandit ID: WAPA)",208080916,0A,0,4,5/24/17,24,5,2017,WAPA,3,,,1,US,0,,0,4,PC,PL,453,45.64167,307475,1224,-122.80833,208080916,,22230,,5,6520,Yellow Warbler,41,,7.4,,10,,,,,,40,19.1,0:00:00,60,6
4531224,5,69,"3 mi NNW from Linton(Wapato State Access Area Sauvie Island), Multnomah County Oregon, United States (Bandit ID: WAPA)",208080919,0A,0,4,5/24/17,24,5,2017,WAPA,3,,,1,US,0,,0,4,PC,PL,453,45.64167,307475,1224,-122.80833,208080919,,22230,,4,6520,Yellow Warbler,41,,8,,11.1,,,,,,38,20.9,0:00:00,64,6
4130802,6,72,"Hartstown(7458 Liberty St, Hartstown, PA 16131), Crawford County Pennsylvania, United States (Bandit ID: NH)",282006802,0,0,41,5/17/16,17,5,2016,NH,3,,,1,US,0,,0,1,PL,PL,413,41.55833,296382,802,-80.375,282006802,,23982,,4,6520,Yellow Warbler,42,,,,11.4,N,,,,,46,17.8,0:00:00,65,6
4130802,6,72,"Hartstown(7458 Liberty St, Hartstown, PA 16131), Crawford County Pennsylvania, United States (Bandit ID: NH)",282006807,0,0,41,5/20/16,20,5,2016,NH,3,,,1,US,0,,0,1,NL,PL,413,41.55833,296382,802,-80.375,282006807,,23982,,5,6520,Yellow Warbler,42,,,,10.51,N,,,,,41,16.85,0:00:00,59,6
4130802,6,72,"Hartstown(7458 Liberty St, Hartstown, PA 16131), Crawford County Pennsylvania, United States (Bandit ID: NH)",282006808,0,0,41,5/20/16,20,5,2016,NH,3,,,1,US,0,,0,1,NL,PL,413,41.55833,296382,802,-80.375,282006808,,23982,,4,6520,Yellow Warbler,42,,,,9.14,N,,,,,46,18.3,0:00:00,62,6
4130802,6,72,"Hartstown(7458 Liberty St, Hartstown, PA 16131), Crawford County Pennsylvania, United States (Bandit ID: NH)",282006816,0,0,41,5/26/16,26,5,2016,NH,3,,,1,US,0,,0,1,CC,CL,413,41.55833,296382,802,-80.375,282006816,,23982,,4,6520,Yellow Warbler,42,,,,10.2,N,,,,,45,17.8,0:00:00,63.5,6
4130802,6,72,"Hartstown(7458 Liberty St, Hartstown, PA 16131), Crawford County Pennsylvania, United States (Bandit ID: NH)",282006817,0,0,41,5/26/16,26,5,2016,NH,3,,,1,US,0,,0,1,CC,CL,413,41.55833,296382,802,-80.375,282006817,,23982,,4,6520,Yellow Warbler,42,,,,10.12,N,,,,,46.5,18.25,0:00:00,64.5,6
4130802,6,72,"Hartstown(7458 Liberty St, Hartstown, PA 16131), Crawford County Pennsylvania, United States (Bandit ID: NH)",282006818,0,0,41,5/26/16,26,5,2016,NH,3,,,1,US,0,,0,1,PL,CL,413,41.55833,296382,802,-80.375,282006818,,23982,,4,6520,Yellow Warbler,42,,,,10.6,N,,,,,45.5,18.3,0:00:00,63,6
4130801,1,72,"Meadville(13542 W Vernon Rd, Meadville, PA 16335), Crawford County Pennsylvania, United States (Bandit ID: GEN)",282006851,0,0,41,6/27/16,27,6,2016,GEN,3,,,0,US,0,,18,1,PL,CL,413,41.59139,296378,801,-80.24389,282006851,,23982,,4,6520,Yellow Warbler,42,,,,9.8,Y,,,,,46,18.6,0:00:00,35,6
3931082,5,17,"De Beque(Reference Site 3 Net 8 2016), Garfield County Colorado, United States (Bandit ID: AR3_N8)",238024261,0A,0,1,8/6/16,6,8,2016,AR3_N8,3,,,10,US,0,,0,3,CC,CC,393,39.58333,300544,1082,-108.41667,238024261,,23652,,5,6520,Yellow Warbler,8,,,,9,,,2,Y,,46,,0:00:00,60,6
3931082,6,17,"De Beque(Reference Site 3 Net 8 2016), Garfield County Colorado, United States (Bandit ID: AR3_N8)",238024262,0A,0,1,8/6/16,6,8,2016,AR3_N8,3,,,10,US,0,,0,3,CC,CC,393,39.58333,300544,1082,-108.41667,238024262,,23652,,4,6520,Yellow Warbler,8,,,,9,,,0,Y,,47,,0:00:00,61,6
3300963,2,83,"McKinney(Heard Natural Science Museum & Wildlife Sanctuary, McKinney, TX), Collin County Texas, United States (Bandit ID: HEARDBLO)",277029788,0A,0,41,9/14/16,14,9,2016,HEARDBLO,3,,,0,US,0,,0,3,CC,PL,330,33.16222,295382,963,-96.61944,277029788,,23655,"How Aged= PC, FF, TS",5,6520,Yellow Warbler,48,,,,8.5,,,4,Y,,44,,0:00:00,56,6
3931082,1,17,"De Beque(Locust Site 2 Net 1 2015), Garfield County Colorado, United States (Bandit ID: AL2_N1)",238024246,0A,0,1,7/20/16,20,7,2016,AL2_N1,3,,,10,US,0,,0,3,CC,CC,393,39.58333,289772,1082,-108.41667,238024246,,23652,,5,6520,Yellow Warbler,8,,,,8.5,,,0,Y,,47,,0:00:00,62,6
3931082,1,17,"De Beque(Reference Site 3 Net 1 2015), Garfield County Colorado, United States (Bandit ID: AR3_N1)",238024249,0A,0,1,7/26/16,26,7,2016,AR3_N1,3,,,10,US,0,,0,3,CC,CC,393,39.58333,289796,1082,-108.41667,238024249,,23652,,4,6520,Yellow Warbler,8,,,,9,,,1,Y,,42,,0:00:00,56,6
3931082,2,17,"De Beque(Locust Site 3 Net 7 2015), Garfield County Colorado, United States (Bandit ID: AL3_N7)",238024252,0A,0,1,7/28/16,28,7,2016,AL3_N7,3,,,10,US,0,,0,3,CC,CC,393,39.58333,289583,1082,-108.41667,238024252,,23652,,5,6520,Yellow Warbler,8,,,,8,,,1,Y,,45,,0:00:00,59,6
3931082,1,17,"De Beque(Locust Site 1 Net 11 2016), Garfield County Colorado, United States (Bandit ID: AL1_N11)",238024255,0A,0,1,8/4/16,4,8,2016,AL1_N11,3,,,10,US,0,,0,3,CC,CC,393,39.58333,300550,1082,-108.41667,238024255,,23652,,5,6520,Yellow Warbler,8,,,,9,,,0,Y,,46,,0:00:00,56,6
3931082,2,17,"De Beque(Reference Site 3 Net 8 2016), Garfield County Colorado, United States (Bandit ID: AR3_N8)",238024260,0A,0,1,8/5/16,5,8,2016,AR3_N8,3,,,10,US,0,,0,3,CC,CC,393,39.58333,300544,1082,-108.41667,238024260,,23652,,4,6520,Yellow Warbler,8,,,,8.5,,,0,Y,,48,,0:00:00,62,6
4020870,5,35,"7 mi W from West Lafayette(Purdue Wildlife Area, 7 mi W of West Lafayette), Tippecanoe County Indiana, United States (Bandit ID: PWA)",275086478,0,0,41,5/6/16,6,5,2016,PWA,3,,,0,US,0,,0,2,PL,PL,402,40.44167,297115,870,-87.05833,275086478,,21781,,4,6520,Yellow Warbler,18,,,,10,,10.5,0,,,36,,0:00:00,59,6
3910862,5,35,"Martinsville(Morgan-Monroe State Forest), Monroe County Indiana, United States (Bandit ID: MMSF)",350002366,0A,0,60,6/5/15,5,6,2015,MMSF,3,,,10,US,0,,0,2,PL,CL,391,39.25,297128,862,-86.41667,350002366,,21781,,4,6520,Yellow Warbler,18,,,,9.5,,10.5,0,,,41,,0:00:00,57,6
4020870,6,35,"7 mi W from West Lafayette(Purdue Wildlife Area, 7 mi W of West Lafayette), Tippecanoe County Indiana, United States (Bandit ID: PWA)",350002606,0A,0,60,5/8/15,8,5,2015,PWA,3,,,0,US,0,,0,2,,CL,402,40.44167,297115,870,-87.05833,350002606,,21781,,4,6520,Yellow Warbler,18,,,,9,,10,0,,,43,,0:00:00,64,6
4020870,5,35,"7 mi W from West Lafayette(Purdue Wildlife Area, 7 mi W of West Lafayette), Tippecanoe County Indiana, United States (Bandit ID: PWA)",350002607,0A,0,60,5/8/15,8,5,2015,PWA,3,,,0,US,0,,0,2,,PL,402,40.44167,297115,870,-87.05833,350002607,,21781,,5,6520,Yellow Warbler,18,,,,8.5,,10,0,,,41,,0:00:00,61,6
4020870,6,35,"7 mi W from West Lafayette(Purdue Wildlife Area, 7 mi W of West Lafayette), Tippecanoe County Indiana, United States (Bandit ID: PWA)",350002608,0A,0,60,5/8/15,8,5,2015,PWA,3,,,0,US,0,,0,2,,CL,402,40.44167,297115,870,-87.05833,350002608,,21781,,4,6520,Yellow Warbler,18,,,,9.5,,11,0,,,41,,0:00:00,64,6
4020870,6,35,"7 mi W from West Lafayette(Purdue Wildlife Area, 7 mi W of West Lafayette), Tippecanoe County Indiana, United States (Bandit ID: PWA)",350002694,0A,0,60,4/29/16,29,4,2016,PWA,3,,,0,US,0,,0,2,PL,PL,402,40.44167,297115,870,-87.05833,350002694,,21781,,4,6520,Yellow Warbler,18,,,,10,,11,0,,,41,,0:00:00,62,6
4020870,5,35,"7 mi W from West Lafayette(Purdue Wildlife Area, 7 mi W of West Lafayette), Tippecanoe County Indiana, United States (Bandit ID: PWA)",350002696,0A,0,60,4/29/16,29,4,2016,PWA,3,,,0,US,0,,0,2,PL,PL,402,40.44167,297115,870,-87.05833,350002696,,21781,,4,6520,Yellow Warbler,18,,,,9,,11,0,,,40,,0:00:00,60,6
4020870,6,35,"7 mi W from West Lafayette(Purdue Wildlife Area, 7 mi W of West Lafayette), Tippecanoe County Indiana, United States (Bandit ID: PWA)",350002699,0A,0,60,4/29/16,29,4,2016,PWA,3,,,0,US,0,,0,2,PL,PL,402,40.44167,297115,870,-87.05833,350002699,,21781,,4,6520,Yellow Warbler,18,,,,9,,9.5,0,,,44,,0:00:00,62,6
4320895,6,91,"Leland(Honey Creek Preserve, southwestern Baraboo Hills), Sauk County Wisconsin, United States (Bandit ID: HC)",231032903,0A,0,1,5/12/13,12,5,2013,HC,3,,,10,US,0,,0,2,PL,PL,432,43.41667,297507,895,-89.91667,231032903,,23298,"correct size according to Pyle, BBL list, and leg guage",5,6520,Yellow Warbler,55,,,,8,,10,0,,,44,,0:00:00,62,6
4320895,6,91,"Leland(Honey Creek Preserve, southwestern Baraboo Hills), Sauk County Wisconsin, United States (Bandit ID: HC)",231032904,0A,0,1,5/12/13,12,5,2013,HC,3,,,10,US,0,,0,2,PL,PL,432,43.41667,297507,895,-89.91667,231032904,,23298,"correct size according to Pyle, BBL list, and leg guage",5,6520,Yellow Warbler,55,,,,7,,10.1,0,,,37,,0:00:00,58,6
4550894,5,91,"7 mi ENE from Lac Du Flambeau(Camp Lake), Vilas County Wisconsin, United States (Bandit ID: CAMP)",231032922,0A,0,1,7/4/13,4,7,2013,CAMP,3,,,1,US,0,,0,2,PL,PL,455,45.99167,297512,894,-89.74167,231032922,,23298,,4,6520,Yellow Warbler,55,,,,11,,9.22,1,,,55,,0:00:00,72,6
4320895,5,91,"Leland(Honey Creek Preserve, southwestern Baraboo Hills), Sauk County Wisconsin, United States (Bandit ID: HC)",231032943,0A,0,1,5/10/14,10,5,2014,HC,3,,,10,US,0,,0,2,LP,PL,432,43.41667,297507,895,-89.91667,231032943,,23298,"correct size according to Pyle, BBL list, and leg guage",4,6520,Yellow Warbler,55,,,,10,,10.2,1,,,40,,0:00:00,51,6
4320895,1,91,"Leland(Honey Creek Preserve, southwestern Baraboo Hills), Sauk County Wisconsin, United States (Bandit ID: HC)",238015070,0A,0,1,5/21/11,21,5,2011,HC,3,,,10,US,0,,0,2,CC,CC,432,43.41667,297507,895,-89.91667,238015070,,23298,,5,6520,Yellow Warbler,55,,,,8,,10.7,1,,,43,,0:00:00,60,6
4320895,6,91,"Leland(Honey Creek Preserve, southwestern Baraboo Hills), Sauk County Wisconsin, United States (Bandit ID: HC)",238015075,0A,0,1,5/21/11,21,5,2011,HC,3,,,10,US,0,,0,2,CC,CC,432,43.41667,297507,895,-89.91667,238015075,,23298,,4,6520,Yellow Warbler,55,,,,10,,9.3,0,,,41,,0:00:00,61,6
4320895,5,91,"Leland(Honey Creek Preserve, southwestern Baraboo Hills), Sauk County Wisconsin, United States (Bandit ID: HC)",256052745,0,0,1,5/11/13,11,5,2013,HC,3,,,10,US,0,,0,2,PL,PL,432,43.41667,297507,895,-89.91667,256052745,,23298,"correct size according to Pyle, BBL list, and leg guage",4,6520,Yellow Warbler,55,,,,8,,10.3,2,,,42,,0:00:00,62,6
4320895,6,91,"Leland(Honey Creek Preserve, southwestern Baraboo Hills), Sauk County Wisconsin, United States (Bandit ID: HC)",231032971,0A,0,1,5/9/15,9,5,2015,HC,3,,,10,US,0,,0,2,,PL,432,43.41667,297507,895,-89.91667,231032971,,23298,,4,6520,Yellow Warbler,55,,,,10,,10.6,1,,,39,,0:00:00,59,6
4320895,1,91,"Leland(Honey Creek Preserve, southwestern Baraboo Hills), Sauk County Wisconsin, United States (Bandit ID: HC)",231032973,0A,0,1,5/9/15,9,5,2015,HC,3,,,10,US,0,,0,2,,,432,43.41667,297507,895,-89.91667,231032973,,23298,,0,6520,Yellow Warbler,55,,,,11,,9.5,1,,,41,,0:00:00,58,6
4320895,6,91,"Leland(Honey Creek Preserve, southwestern Baraboo Hills), Sauk County Wisconsin, United States (Bandit ID: HC)",238015094,0A,0,1,5/11/13,11,5,2013,HC,3,,,10,US,0,,0,2,PL,PL,432,43.41667,297507,895,-89.91667,238015094,,23298,,4,6520,Yellow Warbler,55,,,,10,,8.8,0,,,42,,0:00:00,61,6
4320895,6,91,"Leland(Honey Creek Preserve, southwestern Baraboo Hills), Sauk County Wisconsin, United States (Bandit ID: HC)",238015098,0A,0,1,5/11/13,11,5,2013,HC,3,,,10,US,0,,0,2,PL,PL,432,43.41667,297507,895,-89.91667,238015098,,23298,,5,6520,Yellow Warbler,55,,,,8,,10.6,0,,,37,,0:00:00,58,6
4320895,6,91,"Leland(Honey Creek Preserve, southwestern Baraboo Hills), Sauk County Wisconsin, United States (Bandit ID: HC)",238015099,0A,0,1,5/11/13,11,5,2013,HC,3,,,10,US,0,,0,2,PL,PL,432,43.41667,297507,895,-89.91667,238015099,,23298,,4,6520,Yellow Warbler,55,,,,10,,10.6,0,,,43,,0:00:00,64,6
4320895,5,91,"Leland(Honey Creek Preserve, southwestern Baraboo Hills), Sauk County Wisconsin, United States (Bandit ID: HC)",238015063,0A,0,1,5/11/13,11,5,2013,HC,3,,,10,US,0,,0,2,PL,PL,432,43.41667,297507,895,-89.91667,238015063,,23298,,4,6520,Yellow Warbler,55,,,,8,,9.7,1,,,37,,0:00:00,59,6
4320895,6,91,"Leland(Honey Creek Preserve, southwestern Baraboo Hills), Sauk County Wisconsin, United States (Bandit ID: HC)",238015069,0A,0,1,5/11/13,11,5,2013,HC,3,,,10,US,0,,0,2,PL,PL,432,43.41667,297507,895,-89.91667,238015069,,23298,,5,6520,Yellow Warbler,55,,,,9,,10.9,2,,,40,,0:00:00,61,6
1200861,5,62,"Ticuantepi(Montibelli Private Reserve), Managua, Nicaragua (Bandit ID: MONTIBEL)",251063881,0,0,1,3/27/11,27,3,2011,MONTIBEL,3,,Record changed per banding location table update.,10,NU,0,,0,7,CC,PL,120,12.08333,303137,861,-86.25,251063881,,20818,,4,6520,Yellow Warbler,10,,,,10,,,1,,,41,17.7,7:35:46,64,6
4130802,0,72,"Hartstown(Brooks Rd, Hartstown, PA 16131), Crawford County Pennsylvania, United States (Bandit ID: BRK)",282006805,0,0,41,5/19/16,19,5,2016,BRK,3,,,0,US,0,,0,1,NA,PL,413,41.53722,296376,802,-80.35111,282006805,,23982,,5,6520,Yellow Warbler,42,,,,10.4,N,,,,,40,18.1,0:00:00,59,6
4240735,2,61,"5 mi W from Albany(Kings Road Barrens), Albany County New York, United States (Bandit ID: AKRB)",275013925,0,0,41,7/11/16,11,7,2016,AKRB,3,,,10,US,0,,0,1,PL,,424,42.75,264726,735,-73.91667,275013925,,23799,,0,6520,Yellow Warbler,36,,,,8.8,N,,0,N,,,,0:00:00,59,6
5131280,6,11,"33 mi S from Bella Bella(Hakai Institute, Calvert Island), British Columbia, Canada (Bandit ID: CAIS)",278062104,0,0,41,5/13/16,13,5,2016,CAIS,3,,,0,CA,0,,0,6,PC,PL,513,51.65444,287904,1280,-128.13111,278062104,,10885,,4,6520,Yellow Warbler,2,,,,9.3,,,0,,,42,,7:00:00,64,5
5131280,6,11,"33 mi S from Bella Bella(Hakai Institute, Calvert Island), British Columbia, Canada (Bandit ID: CAIS)",278062105,0,0,41,5/13/16,13,5,2016,CAIS,3,,,0,CA,0,,0,6,PC,PL,513,51.65444,287904,1280,-128.13111,278062105,,10885,,4,6520,Yellow Warbler,2,,,,9.2,,,0,,,43,,7:00:00,61,5
5131280,6,11,"33 mi S from Bella Bella(Hakai Institute, Calvert Island), British Columbia, Canada (Bandit ID: CAIS)",278062108,0,0,41,5/13/16,13,5,2016,CAIS,3,,,0,CA,0,,0,6,PC,PL,513,51.65444,287904,1280,-128.13111,278062108,,10885,pictures of tail,4,6520,Yellow Warbler,2,,,,9.8,,,1,,,44,,7:10:00,62,5
5131280,6,11,"33 mi S from Bella Bella(Hakai Institute, Calvert Island), British Columbia, Canada (Bandit ID: CAIS)",278062109,0,0,41,5/13/16,13,5,2016,CAIS,3,,,0,CA,0,,0,6,PC,PL,513,51.65444,287904,1280,-128.13111,278062109,,10885,,4,6520,Yellow Warbler,2,,,,10.3,,,0,,,44,,8:20:00,64,5
