10_MIN_BLOCK,AGE_CODE,REGION,B_LOCATION_DESCRIPTION,BAND_NUM,BAND_SIZE_CODE,BAND_STATUS_CODE,BAND_TYPE_CODE,BANDING_DATE,BANDING_DAY,BANDING_MONTH,BANDING_YEAR,BANDIT_LOCATION_ID,BIRD_STATUS,B_MARKER_LONG_DESC,COMMENTS,COORD_PRECISION,COUNTRY_CODE,DIRECTION_CODE,ERRORS_COMMENTS_DESC,EXTRA_INFO_CODE,FLYWAY_CODE,HOW_AGED_CODE,HOW_SEXED_CODE,LAT_10_MIN_BLK,LAT_DECIMAL_DEGREES,LOCATION_ID,LON_10_MIN_BLK,LON_DECIMAL_DEGREES,ORIGINAL_BAND,OTHER_BANDS,PERMIT_NUM,REMARKS,SEX_CODE,SPECIES_ID,SPECIES_NAME,STATE_CODE,BILL_HEIGHT,BILL_LENGTH,BILL_WIDTH,BIRD_WEIGHT,BLOOD_SAMPLE_TAKEN,CULMEN_LENGTH,FAT_SCORE,FEATHER_SAMPLE_TAKEN,GENETIC_SAMPLE_TAKEN,TAIL_LENGTH,TARSUS_LENGTH,WEIGHT_TIME,WING_CHORD,Count
4240842,2,49,"Bath, MI(Burke Lake Station at Rose Lake), Shiawassee County Michigan, United States (Bandit ID: BULA)",277064274,0A,0,41,8/31/15,31,8,2015,BULA,3,,,10,US,0,,0,2,SK,,424,42.75,273977,842,-84.41667,277064274,,23629,,0,6620,Blackburnian Warbler,26,,,,10.9,,,3,,,,,11:27:00,55,4
4240842,2,49,"Bath, MI(Burke Lake Station at Rose Lake), Shiawassee County Michigan, United States (Bandit ID: BULA)",277064275,0A,0,41,8/31/15,31,8,2015,BULA,3,,,10,US,0,,0,2,SK,PL,424,42.75,273977,842,-84.41667,277064275,,23629,,5,6620,Blackburnian Warbler,26,,,,10.3,,,2,,,,,11:35:00,64,4
4240842,2,49,"Bath, MI(Burke Lake Station at Rose Lake), Shiawassee County Michigan, United States (Bandit ID: BULA)",277064277,0A,0,41,8/31/15,31,8,2015,BULA,3,,,10,US,0,,0,2,SK,PL,424,42.75,273977,842,-84.41667,277064277,,23629,,4,6620,Blackburnian Warbler,26,,,,11.3,,,3,,,,,11:47:00,64,4
4240842,2,49,"Bath, MI(Burke Lake Station at Rose Lake), Shiawassee County Michigan, United States (Bandit ID: BULA)",270074354,0,0,41,8/30/15,30,8,2015,BULA,3,,,10,US,0,,0,2,SK,,424,42.75,273977,842,-84.41667,270074354,,23629,,0,6620,Blackburnian Warbler,26,,,,10,,,2,,,,,9:42:00,70,4
4240842,2,49,"Bath, MI(Burke Lake Station at Rose Lake), Shiawassee County Michigan, United States (Bandit ID: BULA)",270074356,0,0,41,8/30/15,30,8,2015,BULA,3,,,10,US,0,,0,2,SK,PL,424,42.75,273977,842,-84.41667,270074356,,23629,,5,6620,Blackburnian Warbler,26,,,,9,,,3,,,,,10:31:00,63,4
4240842,2,49,"Bath, MI(Burke Lake Station at Rose Lake), Shiawassee County Michigan, United States (Bandit ID: BULA)",270074358,0,0,41,8/30/15,30,8,2015,BULA,3,,,10,US,0,,0,2,SK,PL,424,42.75,273977,842,-84.41667,270074358,,23629,,4,6620,Blackburnian Warbler,26,,,,9.5,,,3,,,,,10:52:00,65,4
4200830,2,68,"Malden Centre(Holiday Beach Conservation Area), Ontario, Canada (Bandit ID: HBCA)",274062044,0,0,41,10/17/15,17,10,2015,HBCA,3,,,1,CA,0,Banding date close to filter cutoff; Early or late but dates of ADJACENT bands match,0,6,PL,,420,42.025,226142,830,-83.04167,274062044,,10578,,0,6620,Blackburnian Warbler,8,,,,10.5,,,0,,,,,8:57:00,70,4
4240842,2,49,"Bath, MI(Burke Lake Station at Rose Lake), Shiawassee County Michigan, United States (Bandit ID: BULA)",277064768,0A,0,41,8/24/15,24,8,2015,BULA,3,,,10,US,0,,0,2,SK,PL,424,42.75,273977,842,-84.41667,277064768,,23629,PHOTO BIRD,4,6620,Blackburnian Warbler,26,,,,10.7,,,2,,,,,9:27:00,68,4
4240842,2,49,"Bath, MI(Burke Lake Station at Rose Lake), Shiawassee County Michigan, United States (Bandit ID: BULA)",277064430,0A,0,41,8/27/15,27,8,2015,BULA,3,,,10,US,0,,0,2,SK,,424,42.75,273977,842,-84.41667,277064430,,23629,BRIGHT THROAT PROBABLE MALE,0,6620,Blackburnian Warbler,26,,,,9.3,,,1,,,,,12:20:00,68,4
4200830,2,68,"Malden Centre(Holiday Beach Conservation Area), Ontario, Canada (Bandit ID: HBCA)",272010613,0,0,41,8/25/15,25,8,2015,HBCA,3,,,1,CA,0,,0,6,PL,PL,420,42.025,226142,830,-83.04167,272010613,,10578,,4,6620,Blackburnian Warbler,8,,,,12.3,,,3,,,,,7:35:00,69,4
4130824,5,66,"2 mi NE from Kelleys Island(Kelleys Island), Erie County Ohio, United States (Bandit ID: 2)",278098031,0,0,41,5/24/16,24,5,2016,2,3,,,1,US,0,,0,2,,,413,41.60833,238985,824,-82.675,278098031,,21624,,4,6620,Blackburnian Warbler,39,,,,9.6,,,2,,,,,0:00:00,66,4
4130824,5,66,"2 mi NE from Kelleys Island(Kelleys Island), Erie County Ohio, United States (Bandit ID: 2)",278098043,0,0,41,5/24/16,24,5,2016,2,3,,,1,US,0,,0,2,,,413,41.60833,238985,824,-82.675,278098043,,21624,,5,6620,Blackburnian Warbler,39,,,,9,,,0,,,,,0:00:00,63,4
4130824,5,66,"2 mi NE from Kelleys Island(Kelleys Island), Erie County Ohio, United States (Bandit ID: 2)",278098045,0,0,41,5/24/16,24,5,2016,2,3,,,1,US,0,,0,2,,,413,41.60833,238985,824,-82.675,278098045,,21624,,5,6620,Blackburnian Warbler,39,,,,9.1,,,1,,,,,0:00:00,64,4
4130824,5,66,"2 mi NE from Kelleys Island(Kelleys Island), Erie County Ohio, United States (Bandit ID: 2)",278098046,0,0,41,5/24/16,24,5,2016,2,3,,,1,US,0,,0,2,,,413,41.60833,238985,824,-82.675,278098046,,21624,,5,6620,Blackburnian Warbler,39,,,,9.8,,,3,,,,,0:00:00,64,4
4130824,5,66,"2 mi NE from Kelleys Island(Kelleys Island), Erie County Ohio, United States (Bandit ID: 2)",278098048,0,0,41,5/24/16,24,5,2016,2,3,,,1,US,0,,0,2,,,413,41.60833,238985,824,-82.675,278098048,,21624,,5,6620,Blackburnian Warbler,39,,,,9.8,,,1,,,,,0:00:00,63,4
4130824,5,66,"2 mi NE from Kelleys Island(Kelleys Island), Erie County Ohio, United States (Bandit ID: 2)",278098050,0,0,41,5/24/16,24,5,2016,2,3,,,1,US,0,,0,2,,,413,41.60833,238985,824,-82.675,278098050,,21624,,5,6620,Blackburnian Warbler,39,,,,9.4,,,3,,,,,0:00:00,64,4
4130824,5,66,"2 mi NE from Kelleys Island(Kelleys Island), Erie County Ohio, United States (Bandit ID: 2)",278098053,0,0,41,5/24/16,24,5,2016,2,3,,,1,US,0,,0,2,,,413,41.60833,238985,824,-82.675,278098053,,21624,,5,6620,Blackburnian Warbler,39,,,,9.5,,,4,,,,,0:00:00,64,4
4130824,5,66,"2 mi NE from Kelleys Island(Kelleys Island), Erie County Ohio, United States (Bandit ID: 2)",278098054,0,0,41,5/24/16,24,5,2016,2,3,,,1,US,0,,0,2,,,413,41.60833,238985,824,-82.675,278098054,,21624,,5,6620,Blackburnian Warbler,39,,,,10,,,3,,,,,0:00:00,64,4
4200822,5,68,"Wheatley(Harbour Rd- Paul and), Ontario, Canada (Bandit ID: HARBOUR)",272010714,0,0,41,5/29/15,29,5,2015,HARBOUR,3,,,1,CA,0,,0,6,PL,PL,420,42.09167,292359,822,-82.45833,272010714,,10578,,4,6620,Blackburnian Warbler,8,,,,10.5,,,3,,,,,11:55:00,63,4
4130824,5,66,"2 mi NE from Kelleys Island(Kelleys Island), Erie County Ohio, United States (Bandit ID: 2)",278098065,0,0,41,5/26/16,26,5,2016,2,3,,,1,US,0,,0,2,,,413,41.60833,238985,824,-82.675,278098065,,21624,,5,6620,Blackburnian Warbler,39,,,,8.8,,,0,,,,,0:00:00,62,4
4130824,5,66,"2 mi NE from Kelleys Island(Kelleys Island), Erie County Ohio, United States (Bandit ID: 2)",278098071,0,0,41,5/26/16,26,5,2016,2,3,,,1,US,0,,0,2,,,413,41.60833,238985,824,-82.675,278098071,,21624,,5,6620,Blackburnian Warbler,39,,,,9.1,,,0,,,,,0:00:00,63,4
4130824,5,66,"2 mi NE from Kelleys Island(Kelleys Island), Erie County Ohio, United States (Bandit ID: 2)",278098082,0,0,41,5/26/16,26,5,2016,2,3,,,1,US,0,,0,2,,,413,41.60833,238985,824,-82.675,278098082,,21624,,5,6620,Blackburnian Warbler,39,,,,10,,,1,,,,,0:00:00,62,4
4130824,5,66,"2 mi NE from Kelleys Island(Kelleys Island), Erie County Ohio, United States (Bandit ID: 2)",278098084,0,0,41,5/26/16,26,5,2016,2,3,,,1,US,0,,0,2,,,413,41.60833,238985,824,-82.675,278098084,,21624,,5,6620,Blackburnian Warbler,39,,,,8.8,,,1,,,,,0:00:00,63,4
4130824,1,66,"2 mi NE from Kelleys Island(Kelleys Island), Erie County Ohio, United States (Bandit ID: 2)",278098085,0,0,41,5/26/16,26,5,2016,2,3,,,1,US,0,,0,2,,,413,41.60833,238985,824,-82.675,278098085,,21624,,5,6620,Blackburnian Warbler,39,,,,9.2,,,2,,,,,0:00:00,60,4
4130824,6,66,"2 mi NE from Kelleys Island(Kelleys Island), Erie County Ohio, United States (Bandit ID: 2)",278098099,0,0,41,5/26/16,26,5,2016,2,3,,,1,US,0,,0,2,,,413,41.60833,238985,824,-82.675,278098099,,21624,,4,6620,Blackburnian Warbler,39,,,,10.2,,,1,,,,,0:00:00,68,4
4200823,6,68,"Leamington(7 km east of Leamington), Ontario, Canada (Bandit ID: HILLMAN)",272010538,0,0,41,5/10/15,10,5,2015,HILLMAN,3,,,1,CA,0,,0,6,PL,PL,420,42.04167,247307,823,-82.50833,272010538,,10578,,5,6620,Blackburnian Warbler,8,,,,9.3,,,3,,,,,9:56:00,64,4
4200823,6,68,"Leamington(7 km east of Leamington), Ontario, Canada (Bandit ID: HILLMAN)",272010546,0,0,41,5/10/15,10,5,2015,HILLMAN,3,,,1,CA,0,,0,6,PL,PL,420,42.04167,247307,823,-82.50833,272010546,,10578,,4,6620,Blackburnian Warbler,8,,,,11.3,,,3,,,,,13:18:00,69,4
4200823,1,68,"Leamington(7 km east of Leamington), Ontario, Canada (Bandit ID: HILLMAN)",272010552,0,0,41,5/11/15,11,5,2015,HILLMAN,3,,,1,CA,0,,0,6,PL,PL,420,42.04167,247307,823,-82.50833,272010552,,10578,,5,6620,Blackburnian Warbler,8,,,,10.2,,,2,,,,,11:06:00,66,4
4240842,2,49,"Bath, MI(Burke Lake Station at Rose Lake), Shiawassee County Michigan, United States (Bandit ID: BULA)",277064428,0A,0,41,8/27/15,27,8,2015,BULA,3,,,10,US,0,,0,2,SK,PL,424,42.75,273977,842,-84.41667,277064428,,23629,,4,6620,Blackburnian Warbler,26,,,,8.9,,,1,,,,,11:32:00,67,4
4240842,2,49,"Bath, MI(Burke Lake Station at Rose Lake), Shiawassee County Michigan, United States (Bandit ID: BULA)",277064432,0A,0,41,8/27/15,27,8,2015,BULA,3,,,10,US,0,,0,2,SK,PL,424,42.75,273977,842,-84.41667,277064432,,23629,,5,6620,Blackburnian Warbler,26,,,,10.2,,,1,,,,,12:28:00,65,4
4240842,2,49,"Bath, MI(Burke Lake Station at Rose Lake), Shiawassee County Michigan, United States (Bandit ID: BULA)",277064458,0A,0,41,8/28/15,28,8,2015,BULA,3,,,10,US,0,,0,2,SK,PL,424,42.75,273977,842,-84.41667,277064458,,23629,,5,6620,Blackburnian Warbler,26,,,,9.1,,,1,,,,,10:24:00,53,4
4240842,1,49,"Bath, MI(Burke Lake Station at Rose Lake), Shiawassee County Michigan, United States (Bandit ID: BULA)",277064466,0A,0,41,8/28/15,28,8,2015,BULA,3,,,10,US,0,,0,2,SK,PL,424,42.75,273977,842,-84.41667,277064466,,23629,,4,6620,Blackburnian Warbler,26,,,,11.3,,,3,,,,,7:57:00,69,4
4200823,5,68,"Leamington(7 km east of Leamington), Ontario, Canada (Bandit ID: HILLMAN)",272010596,0,0,41,5/23/15,23,5,2015,HILLMAN,3,,,1,CA,0,,0,6,PL,PL,420,42.04167,247307,823,-82.50833,272010596,,10578,,4,6620,Blackburnian Warbler,8,,,,11.5,,,3,,,,,9:00:00,67,4
4240842,2,49,"Bath, MI(Burke Lake Station at Rose Lake), Shiawassee County Michigan, United States (Bandit ID: BULA)",277064502,0A,0,41,9/5/15,5,9,2015,BULA,3,,,10,US,0,,0,2,SK,,424,42.75,273977,842,-84.41667,277064502,,23629,,0,6620,Blackburnian Warbler,26,,,,9.3,,,0,,,,,11:32:00,67,4
4240842,2,49,"Bath, MI(Burke Lake Station at Rose Lake), Shiawassee County Michigan, United States (Bandit ID: BULA)",277064731,0A,0,41,8/20/15,20,8,2015,BULA,3,,,10,US,0,,0,2,SK,PL,424,42.75,273977,842,-84.41667,277064731,,23629,,5,6620,Blackburnian Warbler,26,,,,9.2,,,1,,,,,10:04:00,62,4
4240842,2,49,"Bath, MI(Burke Lake Station at Rose Lake), Shiawassee County Michigan, United States (Bandit ID: BULA)",277064732,0A,0,41,8/20/15,20,8,2015,BULA,3,,,10,US,0,,0,2,SK,PL,424,42.75,273977,842,-84.41667,277064732,,23629,,5,6620,Blackburnian Warbler,26,,,,10.1,,,2,,,,,10:11:00,64,4
4240842,2,49,"Bath, MI(Burke Lake Station at Rose Lake), Shiawassee County Michigan, United States (Bandit ID: BULA)",277064743,0A,0,41,8/21/15,21,8,2015,BULA,3,,,10,US,0,,0,2,SK,PL,424,42.75,273977,842,-84.41667,277064743,,23629,,4,6620,Blackburnian Warbler,26,,,,9.6,,,1,,,,,12:08:00,67,4
4240842,2,49,"Bath, MI(Burke Lake Station at Rose Lake), Shiawassee County Michigan, United States (Bandit ID: BULA)",277064758,0A,0,41,8/23/15,23,8,2015,BULA,3,,,10,US,0,,0,2,SK,PL,424,42.75,273977,842,-84.41667,277064758,,23629,,5,6620,Blackburnian Warbler,26,,,,8.4,,,.,,,,,8:37:00,63,4
4240842,2,49,"Bath, MI(Burke Lake Station at Rose Lake), Shiawassee County Michigan, United States (Bandit ID: BULA)",277064770,0A,0,41,8/24/15,24,8,2015,BULA,3,,,10,US,0,,0,2,SK,PL,424,42.75,273977,842,-84.41667,277064770,,23629,,5,6620,Blackburnian Warbler,26,,,,9.8,,,1,,,,,8:40:00,67,4
4240842,2,49,"Bath, MI(Burke Lake Station at Rose Lake), Shiawassee County Michigan, United States (Bandit ID: BULA)",277064779,0A,0,41,8/25/15,25,8,2015,BULA,3,,,10,US,0,,0,2,SK,PL,424,42.75,273977,842,-84.41667,277064779,,23629,,5,6620,Blackburnian Warbler,26,,,,8.7,,,2,,,,,8:30:00,63,4
